id,servicio,costo,codigo,fecha
224.0,mantenimiento piscina,80000.0,uh-srv02,2026-02-18
261.0,mantenimiento piscina,80000.0,uh-srv03,2026-03-20
420.0,mantenimiento piscina,80000.0,uh-srv01,2026-03-28
372.0,portería 24/7,250000.0,uh-srv01,2026-02-13
337.0,portería 24/7,60000.0,uh-srv03,2026-01-01
260.0,mantenimiento piscina,150000.0,uh-srv02,2026-03-02
406.0,internet fibra,80000.0,uh-srv02,2026-03-24
475.0,internet fibra,80000.0,uh-srv01,2026-01-10
5.0,internet fibra,250000.0,uh-srv02,2026-01-01
245.0,internet fibra,150000.0,uh-srv03,2026-02-13
409.0,portería 24/7,60000.0,uh-srv02,2026-01-07
409.0,portería 24/7,80000.0,uh-srv02,2026-02-02
304.0,mantenimiento piscina,80000.0,uh-srv01,2026-01-10
134.0,portería 24/7,250000.0,uh-srv01,2026-01-17
459.0,administración ph,150000.0,uh-srv02,2026-03-27
293.0,internet fibra,250000.0,uh-srv02,2026-01-17
26.0,portería 24/7,60000.0,uh-srv02,2026-01-01
222.0,internet fibra,80000.0,uh-srv03,2026-01-01
226.0,administración ph,60000.0,uh-srv04,2026-01-01
490.0,internet fibra,150000.0,uh-srv01,2026-03-26
7.0,mantenimiento piscina,150000.0,uh-srv02,2026-01-31
425.0,administración ph,60000.0,uh-srv02,2026-01-01
366.0,internet fibra,150000.0,uh-srv04,2026-01-10
31.0,mantenimiento piscina,60000.0,uh-srv03,2026-03-25
39.0,mantenimiento piscina,80000.0,uh-srv01,2026-02-07
450.0,mantenimiento piscina,80000.0,uh-srv02,2026-01-01
442.0,portería 24/7,150000.0,uh-srv04,2026-01-19
154.0,mantenimiento piscina,250000.0,uh-srv01,2026-02-23
423.0,mantenimiento piscina,80000.0,uh-srv03,2026-01-17
29.0,mantenimiento piscina,80000.0,uh-srv03,2026-01-06
247.0,mantenimiento piscina,80000.0,uh-srv01,2026-03-30
301.0,internet fibra,250000.0,uh-srv01,2026-01-01
65.0,administración ph,60000.0,uh-srv01,2026-01-01
41.0,portería 24/7,150000.0,uh-srv03,2026-02-01
201.0,portería 24/7,80000.0,uh-srv02,2026-02-10
468.0,administración ph,80000.0,uh-srv02,2026-02-18
315.0,portería 24/7,250000.0,uh-srv04,2026-01-08
15.0,administración ph,60000.0,uh-srv03,2026-03-29
363.0,mantenimiento piscina,250000.0,uh-srv01,2026-03-19
474.0,mantenimiento piscina,60000.0,uh-srv01,2026-02-24
106.0,administración ph,60000.0,uh-srv02,2026-03-12
187.0,administración ph,150000.0,uh-srv03,2026-01-25
91.0,portería 24/7,150000.0,uh-srv01,2026-03-17
404.0,portería 24/7,80000.0,uh-srv03,2026-01-01
36.0,administración ph,80000.0,uh-srv02,2026-02-10
304.0,administración ph,250000.0,uh-srv02,2026-03-19
162.0,portería 24/7,250000.0,uh-srv03,2026-01-22
275.0,mantenimiento piscina,60000.0,uh-srv02,2026-01-03
20.0,portería 24/7,250000.0,uh-srv01,2026-01-25
495.0,portería 24/7,150000.0,uh-srv02,2026-03-13
351.0,mantenimiento piscina,150000.0,uh-srv04,2026-02-26
124.0,administración ph,60000.0,uh-srv04,2026-02-20
426.0,portería 24/7,150000.0,uh-srv03,2026-01-20
264.0,internet fibra,60000.0,uh-srv03,2026-03-02
494.0,internet fibra,250000.0,uh-srv02,2026-01-01
34.0,portería 24/7,80000.0,uh-srv01,2026-01-01
278.0,administración ph,60000.0,uh-srv01,2026-01-02
476.0,internet fibra,80000.0,uh-srv04,2026-01-01
423.0,internet fibra,60000.0,uh-srv02,2026-01-31
6.0,internet fibra,80000.0,uh-srv01,2026-01-01
249.0,portería 24/7,250000.0,uh-srv01,2026-02-14
363.0,internet fibra,250000.0,uh-srv04,2026-01-01
222.0,administración ph,80000.0,uh-srv01,2026-03-05
274.0,mantenimiento piscina,250000.0,uh-srv04,2026-02-05
153.0,portería 24/7,150000.0,uh-srv03,2026-03-01
327.0,portería 24/7,250000.0,uh-srv02,2026-03-28
215.0,mantenimiento piscina,250000.0,uh-srv04,2026-01-01
338.0,portería 24/7,250000.0,uh-srv03,2026-01-01
291.0,portería 24/7,250000.0,uh-srv04,2026-01-02
131.0,administración ph,80000.0,uh-srv04,2026-01-01
47.0,portería 24/7,250000.0,uh-srv03,2026-01-08
99.0,portería 24/7,150000.0,uh-srv04,2026-01-01
478.0,administración ph,60000.0,uh-srv01,2026-03-09
230.0,internet fibra,250000.0,uh-srv04,2026-01-22
302.0,administración ph,80000.0,uh-srv02,2026-02-08
279.0,administración ph,250000.0,uh-srv02,2026-01-01
40.0,administración ph,80000.0,uh-srv03,2026-01-01
251.0,mantenimiento piscina,80000.0,uh-srv01,2026-01-13
309.0,portería 24/7,250000.0,uh-srv03,2026-01-11
158.0,administración ph,60000.0,uh-srv01,2026-03-19
413.0,internet fibra,250000.0,uh-srv04,2026-01-26
255.0,mantenimiento piscina,250000.0,uh-srv02,2026-01-01
500.0,administración ph,60000.0,uh-srv01,2026-01-20
294.0,internet fibra,60000.0,uh-srv02,2026-02-20
161.0,administración ph,250000.0,uh-srv02,2026-03-10
259.0,administración ph,80000.0,uh-srv03,2026-02-05
25.0,portería 24/7,60000.0,uh-srv04,2026-03-23
473.0,administración ph,60000.0,uh-srv01,2026-03-06
110.0,internet fibra,150000.0,uh-srv04,2026-01-05
2.0,portería 24/7,150000.0,uh-srv03,2026-03-16
141.0,portería 24/7,80000.0,uh-srv01,2026-03-06
209.0,mantenimiento piscina,150000.0,uh-srv01,2026-01-01
368.0,portería 24/7,60000.0,uh-srv03,2026-01-12
28.0,administración ph,60000.0,uh-srv01,2026-02-17
351.0,mantenimiento piscina,250000.0,uh-srv03,2026-03-08
213.0,mantenimiento piscina,80000.0,uh-srv02,2026-02-14
200.0,portería 24/7,80000.0,uh-srv03,2026-03-26
425.0,portería 24/7,60000.0,uh-srv03,2026-02-05
190.0,mantenimiento piscina,150000.0,uh-srv02,2026-01-13
85.0,mantenimiento piscina,80000.0,uh-srv03,2026-01-18
360.0,mantenimiento piscina,80000.0,uh-srv04,2026-02-07
92.0,mantenimiento piscina,150000.0,uh-srv02,2026-01-12
346.0,portería 24/7,60000.0,uh-srv02,2026-01-18
321.0,mantenimiento piscina,80000.0,uh-srv04,2026-02-22
345.0,portería 24/7,80000.0,uh-srv01,2026-02-01
197.0,mantenimiento piscina,80000.0,uh-srv04,2026-02-15
355.0,administración ph,250000.0,uh-srv01,2026-03-24
132.0,mantenimiento piscina,250000.0,uh-srv01,2026-02-10
112.0,portería 24/7,80000.0,uh-srv01,2026-03-13
253.0,portería 24/7,250000.0,uh-srv02,2026-03-27
149.0,internet fibra,150000.0,uh-srv02,2026-01-25
283.0,internet fibra,60000.0,uh-srv01,2026-01-01
303.0,internet fibra,250000.0,uh-srv03,2026-03-29
147.0,internet fibra,150000.0,uh-srv01,2026-01-01
53.0,internet fibra,60000.0,uh-srv01,2026-01-01
64.0,mantenimiento piscina,80000.0,uh-srv02,2026-02-23
174.0,portería 24/7,250000.0,uh-srv02,2026-01-01
48.0,internet fibra,80000.0,uh-srv01,2026-01-07
96.0,mantenimiento piscina,60000.0,uh-srv02,2026-01-01
122.0,administración ph,250000.0,uh-srv03,2026-02-26
350.0,portería 24/7,80000.0,uh-srv04,2026-01-01
96.0,portería 24/7,60000.0,uh-srv03,2026-03-13
306.0,mantenimiento piscina,250000.0,uh-srv04,2026-01-01
401.0,mantenimiento piscina,150000.0,uh-srv02,2026-02-18
56.0,mantenimiento piscina,60000.0,uh-srv03,2026-01-10
139.0,administración ph,150000.0,uh-srv04,2026-01-03
348.0,mantenimiento piscina,80000.0,uh-srv01,2026-01-01
160.0,mantenimiento piscina,150000.0,uh-srv02,2026-03-30
375.0,mantenimiento piscina,250000.0,uh-srv01,2026-03-28
365.0,administración ph,150000.0,uh-srv02,2026-03-15
398.0,internet fibra,250000.0,uh-srv01,2026-01-23
393.0,mantenimiento piscina,250000.0,uh-srv01,2026-03-24
151.0,mantenimiento piscina,150000.0,uh-srv03,2026-02-08
425.0,internet fibra,250000.0,uh-srv04,2026-03-28
418.0,portería 24/7,250000.0,uh-srv04,2026-01-01
306.0,administración ph,150000.0,uh-srv01,2026-03-26
182.0,internet fibra,150000.0,uh-srv04,2026-02-13
498.0,mantenimiento piscina,60000.0,uh-srv01,2026-01-01
117.0,mantenimiento piscina,80000.0,uh-srv04,2026-01-01
327.0,portería 24/7,150000.0,uh-srv04,2026-03-12
17.0,portería 24/7,60000.0,uh-srv03,2026-01-01
161.0,portería 24/7,250000.0,uh-srv02,2026-03-18
32.0,portería 24/7,60000.0,uh-srv04,2026-01-01
312.0,mantenimiento piscina,80000.0,uh-srv04,2026-02-14
71.0,administración ph,80000.0,uh-srv04,2026-01-01
344.0,portería 24/7,250000.0,uh-srv03,2026-01-01
473.0,administración ph,60000.0,uh-srv02,2026-01-01
447.0,mantenimiento piscina,60000.0,uh-srv01,2026-01-01
215.0,internet fibra,250000.0,uh-srv02,2026-03-20
16.0,portería 24/7,80000.0,uh-srv04,2026-01-21
82.0,portería 24/7,150000.0,uh-srv03,2026-01-01
466.0,administración ph,80000.0,uh-srv04,2026-03-02
279.0,administración ph,80000.0,uh-srv03,2026-01-29
10.0,portería 24/7,150000.0,uh-srv03,2026-03-27
17.0,portería 24/7,80000.0,uh-srv02,2026-03-22
70.0,mantenimiento piscina,80000.0,uh-srv04,2026-01-06
273.0,mantenimiento piscina,250000.0,uh-srv02,2026-01-01
210.0,internet fibra,60000.0,uh-srv03,2026-01-01
78.0,administración ph,150000.0,uh-srv02,2026-01-10
430.0,mantenimiento piscina,60000.0,uh-srv04,2026-01-06
311.0,internet fibra,250000.0,uh-srv02,2026-02-26
83.0,mantenimiento piscina,60000.0,uh-srv04,2026-03-29
238.0,administración ph,60000.0,uh-srv01,2026-01-01
25.0,internet fibra,150000.0,uh-srv01,2026-01-05
39.0,portería 24/7,150000.0,uh-srv03,2026-02-07
498.0,internet fibra,250000.0,uh-srv02,2026-01-25
368.0,mantenimiento piscina,150000.0,uh-srv03,2026-01-01
339.0,portería 24/7,250000.0,uh-srv02,2026-01-15
20.0,mantenimiento piscina,60000.0,uh-srv04,2026-01-12
28.0,mantenimiento piscina,80000.0,uh-srv04,2026-02-07
214.0,mantenimiento piscina,60000.0,uh-srv04,2026-02-22
292.0,internet fibra,150000.0,uh-srv03,2026-02-23
455.0,internet fibra,80000.0,uh-srv04,2026-01-19
130.0,portería 24/7,250000.0,uh-srv02,2026-01-01
29.0,portería 24/7,80000.0,uh-srv03,2026-01-23
177.0,portería 24/7,250000.0,uh-srv04,2026-01-05
117.0,portería 24/7,250000.0,uh-srv03,2026-01-01
448.0,portería 24/7,80000.0,uh-srv02,2026-02-21
329.0,internet fibra,80000.0,uh-srv03,2026-01-11
74.0,internet fibra,80000.0,uh-srv04,2026-01-23
411.0,portería 24/7,250000.0,uh-srv03,2026-03-24
297.0,portería 24/7,60000.0,uh-srv01,2026-03-28
249.0,administración ph,80000.0,uh-srv01,2026-02-05
459.0,administración ph,150000.0,uh-srv02,2026-01-13
335.0,mantenimiento piscina,250000.0,uh-srv01,2026-02-09
378.0,portería 24/7,150000.0,uh-srv04,2026-02-04
352.0,administración ph,80000.0,uh-srv03,2026-03-23
462.0,internet fibra,250000.0,uh-srv01,2026-01-01
78.0,administración ph,250000.0,uh-srv01,2026-01-22
244.0,portería 24/7,250000.0,uh-srv03,2026-01-29
314.0,administración ph,150000.0,uh-srv04,2026-01-12
453.0,portería 24/7,250000.0,uh-srv03,2026-02-01
437.0,portería 24/7,80000.0,uh-srv02,2026-02-05
418.0,mantenimiento piscina,150000.0,uh-srv02,2026-03-23
457.0,mantenimiento piscina,60000.0,uh-srv04,2026-01-08
266.0,mantenimiento piscina,250000.0,uh-srv04,2026-02-14
297.0,internet fibra,80000.0,uh-srv04,2026-03-20
406.0,mantenimiento piscina,80000.0,uh-srv03,2026-01-04
340.0,internet fibra,250000.0,uh-srv01,2026-01-26
54.0,internet fibra,80000.0,uh-srv02,2026-01-04
367.0,internet fibra,250000.0,uh-srv03,2026-03-23
435.0,administración ph,60000.0,uh-srv03,2026-01-01
448.0,mantenimiento piscina,250000.0,uh-srv01,2026-03-12
115.0,mantenimiento piscina,80000.0,uh-srv01,2026-01-01
406.0,portería 24/7,250000.0,uh-srv02,2026-03-02
451.0,mantenimiento piscina,60000.0,uh-srv04,2026-01-01
389.0,internet fibra,150000.0,uh-srv04,2026-01-16
229.0,mantenimiento piscina,150000.0,uh-srv04,2026-02-23
51.0,mantenimiento piscina,60000.0,uh-srv03,2026-02-05
206.0,mantenimiento piscina,60000.0,uh-srv03,2026-03-14
60.0,internet fibra,60000.0,uh-srv01,2026-01-01
31.0,internet fibra,150000.0,uh-srv04,2026-01-22
60.0,administración ph,150000.0,uh-srv02,2026-03-27
393.0,mantenimiento piscina,80000.0,uh-srv04,2026-01-31
132.0,administración ph,150000.0,uh-srv04,2026-02-16
187.0,portería 24/7,250000.0,uh-srv02,2026-02-06
46.0,administración ph,150000.0,uh-srv03,2026-02-15
38.0,internet fibra,250000.0,uh-srv03,2026-01-19
369.0,portería 24/7,250000.0,uh-srv01,2026-01-18
284.0,mantenimiento piscina,60000.0,uh-srv03,2026-03-18
138.0,administración ph,150000.0,uh-srv02,2026-01-01
173.0,administración ph,250000.0,uh-srv01,2026-01-01
450.0,mantenimiento piscina,150000.0,uh-srv01,2026-02-10
443.0,internet fibra,250000.0,uh-srv04,2026-01-01
450.0,internet fibra,60000.0,uh-srv03,2026-03-14
20.0,internet fibra,150000.0,uh-srv01,2026-01-01
221.0,mantenimiento piscina,80000.0,uh-srv01,2026-02-16
498.0,internet fibra,80000.0,uh-srv01,2026-01-20
151.0,portería 24/7,150000.0,uh-srv03,2026-02-26
343.0,internet fibra,250000.0,uh-srv03,2026-01-01
386.0,administración ph,80000.0,uh-srv03,2026-01-01
403.0,portería 24/7,80000.0,uh-srv02,2026-03-15
485.0,portería 24/7,250000.0,uh-srv04,2026-02-13
82.0,mantenimiento piscina,150000.0,uh-srv02,2026-01-02
355.0,portería 24/7,250000.0,uh-srv03,2026-03-11
210.0,internet fibra,80000.0,uh-srv03,2026-03-17
55.0,administración ph,150000.0,uh-srv02,2026-03-04
291.0,internet fibra,60000.0,uh-srv02,2026-03-22
277.0,portería 24/7,250000.0,uh-srv03,2026-01-01
72.0,portería 24/7,150000.0,uh-srv01,2026-01-04
208.0,internet fibra,80000.0,uh-srv01,2026-01-01
331.0,internet fibra,250000.0,uh-srv02,2026-02-03
383.0,mantenimiento piscina,150000.0,uh-srv04,2026-01-08
36.0,portería 24/7,80000.0,uh-srv01,2026-02-28
362.0,administración ph,80000.0,uh-srv04,2026-04-01
104.0,mantenimiento piscina,60000.0,uh-srv04,2026-03-04
60.0,mantenimiento piscina,150000.0,uh-srv01,2026-03-18
107.0,portería 24/7,80000.0,uh-srv01,2026-01-01
90.0,internet fibra,80000.0,uh-srv04,2026-03-03
470.0,internet fibra,60000.0,uh-srv03,2026-02-07
386.0,internet fibra,60000.0,uh-srv04,2026-01-01
110.0,administración ph,60000.0,uh-srv04,2026-01-01
114.0,portería 24/7,250000.0,uh-srv02,2026-02-23
10.0,internet fibra,80000.0,uh-srv02,2026-01-25
478.0,internet fibra,250000.0,uh-srv02,2026-03-24
214.0,portería 24/7,80000.0,uh-srv04,2026-02-25
104.0,mantenimiento piscina,80000.0,uh-srv02,2026-02-21
345.0,internet fibra,60000.0,uh-srv04,2026-03-14
38.0,portería 24/7,80000.0,uh-srv02,2026-01-01
154.0,mantenimiento piscina,60000.0,uh-srv04,2026-01-01
212.0,administración ph,80000.0,uh-srv01,2026-01-01
269.0,administración ph,80000.0,uh-srv02,2026-01-04
388.0,internet fibra,250000.0,uh-srv02,2026-01-01
455.0,portería 24/7,150000.0,uh-srv03,2026-03-03
449.0,portería 24/7,250000.0,uh-srv03,2026-01-01
179.0,internet fibra,60000.0,uh-srv02,2026-03-20
309.0,portería 24/7,80000.0,uh-srv03,2026-01-20
412.0,portería 24/7,250000.0,uh-srv01,2026-03-28
131.0,mantenimiento piscina,80000.0,uh-srv03,2026-01-01
338.0,internet fibra,250000.0,uh-srv02,2026-01-01
246.0,internet fibra,150000.0,uh-srv04,2026-02-19
407.0,mantenimiento piscina,250000.0,uh-srv04,2026-02-14
411.0,portería 24/7,80000.0,uh-srv03,2026-01-22
253.0,mantenimiento piscina,60000.0,uh-srv04,2026-03-12
407.0,administración ph,60000.0,uh-srv02,2026-01-12
374.0,mantenimiento piscina,60000.0,uh-srv02,2026-03-12
37.0,portería 24/7,60000.0,uh-srv02,2026-01-01
362.0,mantenimiento piscina,150000.0,uh-srv03,2026-03-07
102.0,mantenimiento piscina,250000.0,uh-srv03,2026-03-23
327.0,portería 24/7,60000.0,uh-srv04,2026-01-01
185.0,internet fibra,250000.0,uh-srv04,2026-01-06
168.0,internet fibra,250000.0,uh-srv03,2026-03-09
307.0,internet fibra,80000.0,uh-srv03,2026-01-22
188.0,administración ph,250000.0,uh-srv01,2026-02-14
453.0,administración ph,80000.0,uh-srv04,2026-01-28
25.0,portería 24/7,150000.0,uh-srv01,2026-02-18
459.0,mantenimiento piscina,150000.0,uh-srv04,2026-01-07
366.0,mantenimiento piscina,250000.0,uh-srv04,2026-01-13
67.0,internet fibra,150000.0,uh-srv03,2026-01-02
327.0,administración ph,60000.0,uh-srv01,2026-02-07
266.0,portería 24/7,60000.0,uh-srv02,2026-03-20
274.0,administración ph,60000.0,uh-srv04,2026-01-12
150.0,mantenimiento piscina,60000.0,uh-srv01,2026-01-13
8.0,portería 24/7,250000.0,uh-srv04,2026-02-21
276.0,internet fibra,60000.0,uh-srv03,2026-01-06
14.0,administración ph,80000.0,uh-srv03,2026-01-14
11.0,administración ph,250000.0,uh-srv01,2026-01-21
337.0,mantenimiento piscina,80000.0,uh-srv03,2026-01-01
249.0,mantenimiento piscina,60000.0,uh-srv03,2026-03-18
354.0,portería 24/7,80000.0,uh-srv04,2026-03-17
47.0,portería 24/7,60000.0,uh-srv02,2026-03-03
24.0,administración ph,80000.0,uh-srv04,2026-02-26
231.0,administración ph,150000.0,uh-srv04,2026-03-26
329.0,portería 24/7,250000.0,uh-srv03,2026-02-05
123.0,administración ph,80000.0,uh-srv01,2026-02-16
47.0,portería 24/7,80000.0,uh-srv04,2026-04-01
2.0,administración ph,60000.0,uh-srv02,2026-01-15
152.0,internet fibra,80000.0,uh-srv02,2026-03-09
114.0,mantenimiento piscina,80000.0,uh-srv04,2026-03-02
330.0,portería 24/7,60000.0,uh-srv01,2026-01-01
357.0,administración ph,60000.0,uh-srv03,2026-01-01
176.0,internet fibra,150000.0,uh-srv03,2026-03-27
236.0,mantenimiento piscina,250000.0,uh-srv04,2026-01-11
225.0,mantenimiento piscina,80000.0,uh-srv04,2026-02-12
177.0,mantenimiento piscina,60000.0,uh-srv01,2026-01-22
69.0,mantenimiento piscina,60000.0,uh-srv03,2026-03-18
329.0,mantenimiento piscina,80000.0,uh-srv03,2026-02-05
179.0,internet fibra,150000.0,uh-srv04,2026-03-15
205.0,portería 24/7,250000.0,uh-srv02,2026-02-20
174.0,administración ph,250000.0,uh-srv04,2026-01-28
110.0,administración ph,250000.0,uh-srv04,2026-02-26
458.0,internet fibra,60000.0,uh-srv01,2026-02-14
221.0,portería 24/7,60000.0,uh-srv03,2026-01-08
116.0,mantenimiento piscina,80000.0,uh-srv03,2026-02-11
425.0,portería 24/7,80000.0,uh-srv01,2026-03-22
28.0,mantenimiento piscina,80000.0,uh-srv02,2026-02-05
212.0,mantenimiento piscina,250000.0,uh-srv02,2026-03-08
45.0,internet fibra,60000.0,uh-srv01,2026-03-21
170.0,administración ph,250000.0,uh-srv01,2026-01-01
356.0,internet fibra,60000.0,uh-srv02,2026-02-11
11.0,internet fibra,250000.0,uh-srv03,2026-01-03
172.0,internet fibra,80000.0,uh-srv04,2026-01-01
149.0,administración ph,60000.0,uh-srv02,2026-01-17
381.0,internet fibra,250000.0,uh-srv02,2026-02-17
73.0,administración ph,60000.0,uh-srv02,2026-02-05
296.0,mantenimiento piscina,60000.0,uh-srv03,2026-03-15
481.0,portería 24/7,150000.0,uh-srv04,2026-02-17
321.0,portería 24/7,150000.0,uh-srv03,2026-01-01
458.0,administración ph,250000.0,uh-srv01,2026-02-23
317.0,administración ph,250000.0,uh-srv03,2026-02-09
453.0,portería 24/7,250000.0,uh-srv01,2026-01-01
339.0,internet fibra,150000.0,uh-srv03,2026-02-18
275.0,internet fibra,250000.0,uh-srv02,2026-03-28
299.0,portería 24/7,60000.0,uh-srv03,2026-01-01
438.0,internet fibra,150000.0,uh-srv01,2026-01-05
285.0,administración ph,250000.0,uh-srv04,2026-01-06
114.0,internet fibra,60000.0,uh-srv01,2026-01-01
209.0,administración ph,250000.0,uh-srv04,2026-03-14
366.0,mantenimiento piscina,250000.0,uh-srv04,2026-03-09
102.0,mantenimiento piscina,250000.0,uh-srv01,2026-01-22
265.0,administración ph,80000.0,uh-srv02,2026-03-01
299.0,mantenimiento piscina,80000.0,uh-srv04,2026-02-11
371.0,administración ph,250000.0,uh-srv01,2026-02-06
481.0,administración ph,80000.0,uh-srv02,2026-01-07
134.0,mantenimiento piscina,250000.0,uh-srv01,2026-01-28
297.0,administración ph,150000.0,uh-srv01,2026-03-20
92.0,mantenimiento piscina,250000.0,uh-srv03,2026-03-07
38.0,mantenimiento piscina,80000.0,uh-srv03,2026-01-29
376.0,administración ph,80000.0,uh-srv02,2026-03-22
273.0,administración ph,250000.0,uh-srv03,2026-01-27
159.0,administración ph,80000.0,uh-srv03,2026-03-16
310.0,portería 24/7,150000.0,uh-srv02,2026-02-11
23.0,portería 24/7,80000.0,uh-srv03,2026-01-21
309.0,administración ph,250000.0,uh-srv02,2026-02-20
297.0,portería 24/7,150000.0,uh-srv04,2026-01-15
234.0,internet fibra,150000.0,uh-srv03,2026-01-01
424.0,portería 24/7,150000.0,uh-srv01,2026-04-01
25.0,mantenimiento piscina,80000.0,uh-srv04,2026-02-27
281.0,mantenimiento piscina,60000.0,uh-srv02,2026-01-30
29.0,mantenimiento piscina,250000.0,uh-srv02,2026-03-19
39.0,administración ph,80000.0,uh-srv03,2026-02-03
208.0,internet fibra,250000.0,uh-srv04,2026-01-06
11.0,administración ph,250000.0,uh-srv02,2026-01-01
67.0,mantenimiento piscina,250000.0,uh-srv01,2026-01-01
424.0,administración ph,60000.0,uh-srv04,2026-03-15
349.0,administración ph,60000.0,uh-srv01,2026-02-11
305.0,administración ph,80000.0,uh-srv01,2026-02-22
24.0,mantenimiento piscina,250000.0,uh-srv03,2026-02-28
169.0,internet fibra,60000.0,uh-srv02,2026-02-25
266.0,mantenimiento piscina,80000.0,uh-srv04,2026-03-05
420.0,portería 24/7,60000.0,uh-srv04,2026-01-01
121.0,portería 24/7,60000.0,uh-srv02,2026-01-02
417.0,internet fibra,250000.0,uh-srv02,2026-01-01
76.0,mantenimiento piscina,250000.0,uh-srv01,2026-03-18
309.0,internet fibra,80000.0,uh-srv02,2026-03-18
202.0,internet fibra,60000.0,uh-srv03,2026-01-01
166.0,internet fibra,80000.0,uh-srv04,2026-02-17
370.0,mantenimiento piscina,80000.0,uh-srv04,2026-02-23
166.0,portería 24/7,150000.0,uh-srv02,2026-01-01
177.0,portería 24/7,60000.0,uh-srv03,2026-03-31
237.0,portería 24/7,80000.0,uh-srv02,2026-03-03
58.0,portería 24/7,150000.0,uh-srv04,2026-02-09
132.0,internet fibra,150000.0,uh-srv02,2026-02-20
17.0,administración ph,250000.0,uh-srv02,2026-01-01
23.0,mantenimiento piscina,60000.0,uh-srv02,2026-01-01
256.0,mantenimiento piscina,250000.0,uh-srv03,2026-02-08
128.0,administración ph,250000.0,uh-srv01,2026-03-26
441.0,administración ph,150000.0,uh-srv02,2026-01-07
441.0,internet fibra,80000.0,uh-srv04,2026-01-04
47.0,portería 24/7,250000.0,uh-srv01,2026-01-01
434.0,internet fibra,80000.0,uh-srv04,2026-03-15
84.0,portería 24/7,150000.0,uh-srv03,2026-02-07
377.0,administración ph,60000.0,uh-srv04,2026-01-12
347.0,mantenimiento piscina,80000.0,uh-srv04,2026-01-13
256.0,internet fibra,80000.0,uh-srv04,2026-02-07
98.0,internet fibra,250000.0,uh-srv04,2026-02-25
228.0,internet fibra,250000.0,uh-srv02,2026-01-01
109.0,administración ph,80000.0,uh-srv01,2026-02-25
142.0,internet fibra,250000.0,uh-srv02,2026-02-14
444.0,administración ph,250000.0,uh-srv02,2026-01-10
384.0,administración ph,60000.0,uh-srv03,2026-02-08
492.0,portería 24/7,250000.0,uh-srv03,2026-03-10
142.0,portería 24/7,150000.0,uh-srv04,2026-01-29
44.0,administración ph,80000.0,uh-srv04,2026-03-22
149.0,portería 24/7,60000.0,uh-srv02,2026-01-25
18.0,administración ph,250000.0,uh-srv01,2026-01-01
424.0,administración ph,250000.0,uh-srv02,2026-02-10
448.0,portería 24/7,80000.0,uh-srv02,2026-01-11
97.0,portería 24/7,250000.0,uh-srv02,2026-02-14
306.0,internet fibra,250000.0,uh-srv04,2026-03-23
111.0,administración ph,250000.0,uh-srv02,2026-03-10
203.0,mantenimiento piscina,150000.0,uh-srv01,2026-01-03
22.0,internet fibra,80000.0,uh-srv02,2026-01-01
259.0,mantenimiento piscina,250000.0,uh-srv02,2026-03-23
284.0,internet fibra,150000.0,uh-srv01,2026-01-01
102.0,administración ph,60000.0,uh-srv03,2026-03-14
